# RECORDING
5852,527267,-0.9340,-0.0259,-0.0742,-16.31,16.45,-5.46,-148.22,76.94,117.86,111.57,-5.07,720.47
5853,527300,-0.9072,-0.0029,-0.0151,-44.17,12.60,-2.94,-150.30,76.81,117.23,111.57,-5.07,720.55
5854,527333,-1.0233,0.0112,0.0078,-78.54,9.31,-0.21,-153.55,76.80,116.56,112.30,-5.07,718.69
5855,527366,-0.9550,-0.0703,0.0381,-75.74,5.18,2.10,-156.28,76.92,116.31,112.29,-5.80,718.99
5856,527399,-0.9994,-0.0810,0.0693,-19.74,0.42,3.64,-157.03,77.18,116.18,112.66,-5.80,719.47
5857,527432,-1.0224,-0.0317,0.0259,21.77,-4.27,4.41,-156.46,77.62,116.02,112.66,-5.07,719.08
5858,527465,-1.0697,0.1230,0.0044,16.59,-6.72,5.53,-156.80,78.17,115.14,112.66,-5.80,719.38
5859,527498,-1.0321,0.0322,-0.0083,-15.26,-9.45,7.14,-158.00,78.81,114.44,112.66,-5.43,719.38
5860,527531,-1.0077,-0.0049,-0.0132,-35.07,-11.62,9.31,-159.97,79.55,113.61,112.65,-5.07,718.91
5861,527564,-1.0146,-0.0127,-0.0020,-27.16,-14.35,11.27,-161.92,80.38,112.55,112.29,-4.71,718.99
5862,527597,-1.2254,0.1181,-0.2259,12.67,-11.13,7.14,-164.51,80.85,109.55,112.65,-4.71,725.54
5863,527630,-0.9721,-0.0117,-0.1000,11.41,-11.76,3.64,-164.71,81.53,108.98,114.47,-1.45,724.07
5864,527663,-1.0014,-0.0473,-0.1581,-1.61,-11.20,5.18,-164.74,81.66,108.99,114.47,-1.81,723.98
5865,527696,-0.9872,-0.0961,-0.1508,-18.83,-11.48,7.28,-163.91,81.92,110.41,115.19,-1.09,724.76
5866,527729,-0.9892,-0.0737,-0.1791,-25.62,-13.58,8.12,-164.89,82.14,110.26,115.19,0.36,725.15
5867,527762,-0.9931,-0.0903,-0.1571,-19.67,-16.66,8.68,-164.46,82.52,111.31,115.19,2.90,726.71
5868,527795,-0.9999,-0.1298,-0.1337,6.44,-19.67,9.03,-162.22,83.09,113.31,115.19,5.43,726.71
5869,527828,-0.9950,-0.0698,-0.1118,27.44,-21.35,11.27,-159.14,83.79,115.45,115.19,8.33,728.67
5870,527861,-0.9950,-0.0127,-0.0527,2.17,-18.69,12.53,-161.29,84.79,113.22,113.74,12.32,731.48
5871,527894,-0.9882,-0.0956,-0.0307,8.12,-13.93,15.54,-161.56,85.50,112.66,113.02,18.11,733.83
5872,527927,-0.9862,-0.0415,-0.0834,4.41,-10.01,14.14,-162.91,85.70,111.14,111.93,21.37,736.17
5873,527960,-1.0058,0.0283,-0.1205,-6.37,-10.85,14.77,-172.37,85.99,101.89,112.29,25.72,741.24
5874,527993,-1.0146,0.0468,-0.1479,-54.88,-16.59,16.73,175.07,86.31,91.12,113.38,29.70,745.54
5875,528026,-1.0087,-0.0488,-0.0434,-33.95,-22.26,10.85,171.68,87.16,88.84,115.19,31.51,749.83
5876,528059,-1.0111,-0.0156,-0.0659,-3.15,-23.94,7.77,169.60,87.75,86.85,117.73,33.69,753.73
5877,528092,-1.0116,-0.0381,-0.0400,-23.52,-26.88,14.63,157.99,88.56,76.01,119.90,34.05,758.63
5878,528125,-1.0019,-0.0376,-0.0371,-29.96,-29.40,18.34,118.73,89.06,37.74,122.44,30.07,764.96
5879,528158,-0.9941,0.0220,-0.0005,-4.55,-34.30,16.17,60.02,88.17,339.13,127.51,24.27,776.67
5880,528191,-0.9867,0.0556,0.0649,3.71,-34.16,10.50,42.19,86.92,321.16,133.66,17.03,790.72
5881,528224,-0.9926,0.0171,0.0874,-0.07,-28.28,8.75,33.02,85.86,311.99,139.10,8.69,804.87
5882,528257,-1.0219,0.0586,-0.0337,0.42,-29.68,7.42,31.44,85.10,310.38,143.44,2.54,812.48
